SETOR;Subsetores;Produtos;CO_NCM;DESCRIÇÃO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52094100;TECIDO DE ALGODAO>=85%,FIO COLOR.PONTO TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52094210;TECIDO DE ALGODAO>=85%,FIO COLOR.DENIM,INDIGO,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52094290;OUTS.TECIDOS DE ALGODAO>=85%,FIO COLOR.DENIN,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52094300;TECIDO DE ALGODAO>=85%,FIO COLOR.PTO.SARJADO,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52094900;OUTROS TECIDOS DE ALGODAO>=85%,FIO COLOR.PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52095100;TECIDO DE ALGODAO>=85%,ESTAMPADO,PTO.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52095200;TECIDO DE ALGODAO>=85%,ESTAMPADO,PTO.SARJADO,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52095900;OUTROS TECIDOS DE ALGODAO>=85%,ESTAMPADO,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52101100;TECIDO ALGODAO<85%,CRU/FIBRA SINT/ART.TAFETA,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52101200;TECIDO ALGODAO<85%,CRU/FIBRA SINT/ART.SARJAD.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52101900;OUTS.TECIDOS ALGODAO<85%,CRU/FIBRA SINT/ART.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52101910;TEC.ALG.CRU,SINT.ARTIF.PTO.SARJ./DIAG.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52101990;OUTS.TEC.ALG.CRUS,SINT.ARTIFICIAL PESO>200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52102100;TECIDO ALGOD<85%,BRANQ/FIBRA SINT/ART.TAFETA,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52102200;TECIDO ALGOD<85%,BRANQ/FIBRA SINT/ART.SARJAD.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52102900;OUTS.TECIDOS ALGOD<85%,BRANQ/FIBRA SINT/ART.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52102910;TEC.ALG.BRANQ.SINT.ARTIF.PTO.SARJ.DIAG.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52102990;OUTROS TEC.ALG.BRANQ.SINT.ARTIF.PESO<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52103100;TECIDO ALGOD<85%,TINTO/FIBRA SINT/ART.TAFETA,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52103200;TECIDO ALGOD<85%,TINTO/FIBRA SINT/ART.SARJAD.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52103900;OUTS.TECIDOS ALGOD<85%,TINTO/FIBRA SINT/ART.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52104100;TECIDO ALGOD<85%,COLOR/FIBRA SINT/ART.TAFETA,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52104200;TECIDO ALGOD<85%,COLOR/FIBRA SINT/ART.SARJAD.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52104900;OUTS.TECIDOS ALGOD<85%,COLOR/FIBRA SINT/ART.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52104910;TEC.D/ALG.DIV.COR.SINT.ARTIF.PTO.SARJ.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52104990;OUTROS TEC.D/ALG.DIV.COR.SINT.ARTIF.<200G/
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52105100;TECIDO ALGOD<85%,ESTAMP/FIBR.SINT/ART.TAFETA,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52105200;TECIDO ALGOD<85%,ESTAMP/FIBR.SINT/ART.SARJAD.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52105900;OUTS.TECIDOS ALGOD<85%,ESTAMP/FIBRA SINT/ART.P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52105910;TEC.D/ALG.EST.SINT.ARTIF.SARJ./DIAG.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52105990;OUTROS TEC.D/ALG.EST.SINT.ARTIF.PESO <200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52111100;TECIDO ALGODAO<85%,CRU/FIBRA SINT/ART.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52111200;TECIDO ALGODAO<85%,CRU/FIBRA SINT/ART.SARJADO,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52111900;OUTROS TECIDOS ALGODAO<85%,CRU/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112010;TEC.D/ALG.BRANQ.SINT.ARTIF.PTO.TAFETÁ,<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112020;TEC.D/ALG.BRANQ.SINT.ARTIF.SARJ.DIAG.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112090;OUTS.TEC.D/ALG.BRANQ.SINT.ARTIF.<200G/M
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112100;TECIDO ALGODAO<85%,BRANQ/FIBR.SINT/ART.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112200;TECIDO ALGODAO<85%,BRANQ/FIBR.SINT/ART.SARJAD.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52112900;OUTS.TECIDOS ALGODAO<85%,BRANQ/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52113100;TECIDO ALGODAO<85%,TINTO/FIBR.SINT/ART.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52113200;TECIDO ALGODAO<85%,TINTO/FIBR.SINT/ART.SARJAD.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52113900;OUTS.TECIDOS ALGODAO<85%,TINTO/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52114100;TECIDO ALGODAO<85%,COLOR/FIBR.SINT/ART.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52114210;TECIDO ALGODAO<85%,INDIGO BLUE/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52114290;OUTS.TECIDOS ALGODAO<85%,DENIM/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52114300;TECIDO ALGODAO<85%,COLOR/FIBR.SINT/ART.SARJAD.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52114900;OUTS.TECIDOS ALGODAO<85%,COLOR/FIBRA SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52115100;TECIDO ALGOD<85%,ESTAMP/FIBRA SINT/ART.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52115200;TECIDO ALGOD<85%,ESTAMP/FIBRA SINT/ART.SARJAD.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52115900;OUTS.TECIDOS ALGODAO<85%,ESTAMP/FIBR.SINT/ART.P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52121100;OUTROS TECIDOS DE ALGODAO,CRUS,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52121200;OUTROS TECIDOS DE ALGODAO,BRANQUEADOS,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52121300;OUTROS TECIDOS DE ALGODAO,TINTOS,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52121400;OUTROS TECIDOS DE ALGODAO,FIOS DIVS.CORES,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52121500;OUTROS TECIDOS DE ALGODAO,ESTAMPADOS,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52122100;OUTROS TECIDOS DE ALGODAO,CRUS,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52122200;OUTROS TECIDOS DE ALGODAO,BRANQUEADOS,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52122300;OUTROS TECIDOS DE ALGODAO,TINTOS,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52122400;OUTROS TECIDOS DE ALGODAO,FIOS DIVS.CORES,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52122500;OUTROS TECIDOS DE ALGODAO,ESTAMPADOS,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;LINHO EM BRUTO, PENTEADO OU TRABALHADO DE OUTRA FORMA;53011000;LINHO EM BRUTO OU MACERADO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53012110;LINHO QUEBRADO
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;LINHO EM BRUTO, PENTEADO OU TRABALHADO DE OUTRA FORMA;53012120;LINHO ESPADELADO,MAS NAO FIADO
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;LINHO EM BRUTO, PENTEADO OU TRABALHADO DE OUTRA FORMA;53012910;LINHO PENTEADO,MAS NAO FIADO
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;LINHO EM BRUTO, PENTEADO OU TRABALHADO DE OUTRA FORMA;53012990;LINHO TRABALHADO DE OUTRA FORMA,MAS NAO FIADO
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53013000;ESTOPAS E DESPERDICIOS DE LINHO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53021000;CANHAMO EM BRUTO OU MACERADO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53029000;CANHAMO TRABALH.OUTRA FORMA,MAS N/FIADO,ESTOPAS,DESPERD
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53031010;"JUTA							"
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53031011;JUTA EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53031012;JUTA MACERADA
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53031090;OUTRAS FIBRAS TEXTEIS LIBERIANAS,EM BRUTO OU MACERADAS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53039010;JUTA TRABALH.DE OUTRO MODO,MAS N/FIADA,ESTOPAS,DESPERDS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53039090;OUTS.FIBRAS TEXTEIS LIBER.TRABALH.OUT.MODO,ESTOPAS,ETC.
FIBRAS E PRODUTOS TÊXTEIS;SISAL E PRODUTOS DE SISAL;SISAL;53041000;SISAL/OUTRAS FIBRAS TEXTEIS 'AGAVE',EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;SISAL E PRODUTOS DE SISAL;SISAL;53049000;SISAL/OUTS.FIBRAS TEXTEIS 'AGAVE',TRABALH.N/FIADOS,ETC.
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53050010;ABACÁ (CÂNHAMO DE MANILHA) EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53050090;OUTS.FIB.TÊXTEIS VEG.ESTOPAS,DESPERD.TRAB.
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53051100;CAIRO (FIBRAS DE COCO) EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53051900;CAIRO (FIBRAS DE COCO) TRABALH.N/FIADO,ESTOPAS,DESPERDS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53052100;ABACA EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53052900;ABACA TRABALHADO,NAO FIADO,ESTOPAS E DESPERDICIOS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059011;RAMI EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059012;RAMI PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059019;OUTRAS FIBRAS DE RAMI
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059091;OUTRAS FIBRAS VEGETAIS,EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059099;OUTRAS FIBRAS VEGETAIS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059110;RAMI EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059190;OUTRAS FIBRAS TEXTEIS VEGETAIS,EM BRUTO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059911;RAMI PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059919;RAMI TRABALHADO DE OUTRA FORMA,ESTOPAS E DESPERDICIOS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53059990;OUTRAS FIBRAS TEXTEIS VEGETAIS TRABALH.ESTOPAS,DESPERDS
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53061000;FIOS DE LINHO,SIMPLES
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53062000;FIOS DE LINHO,RETORCIDOS OU RETORCIDOS MULTIPLOS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53071010;FIOS DE JUTA,SIMPLES
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53071090;FIOS DE OUTRAS FIBRAS TEXTEIS LIBERIANAS,SIMPLES
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53072010;FIOS DE JUTA,RETORCIDOS OU RETORCIDOS MULTIPLOS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53072090;FIOS DE OUTRAS FIBRAS TEXTEIS LIBERIANAS,RETORCIDOS,ETC
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53081000;FIOS DE CAIRO (FIOS DE FIBRAS DE COCO)
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53082000;FIOS DE CANHAMO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53083000;FIOS DE PAPEL
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53089000;FIOS DE OUTRAS FIBRAS TEXTEIS VEGETAIS
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53091100;TECIDOS DE LINHO (CONTEUDO>=85%),CRUS OU BRANQUEADOS
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53091900;OUTROS TECIDOS DE LINHO (CONTEUDO>=85%)
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53092100;TECIDOS DE LINHO (CONTEUDO<85%),CRUS OU BRANQUEADOS
FIBRAS E PRODUTOS TÊXTEIS;LINHO E PRODUTOS DE LINHO;PRODUTOS DE LINHO;53092900;OUTROS TECIDOS DE LINHO (CONTEUDO<85%)
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53101010;TECIDOS DE ANIAGEM DE JUTA,CRUS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53101090;TECIDOS DE OUTRAS FIBRAS TEXTEIS LIBERIANAS,CRUS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53109000;OUTS.TECIDOS DE JUTA OU OUTS.FIBRAS TEXTEIS LIBERIANAS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;53110000;TECIDOS DE OUTS.FIBRAS TEXTEIS VEG.OU DE FIOS DE PAPEL
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;VESTUÁRIO E OUTROS PRODUTOS TÊXTEIS DE ALGODÃO;56012110;PASTAS ('OUATES') DE ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;VESTUÁRIO E OUTROS PRODUTOS TÊXTEIS DE ALGODÃO;56012190;OUTROS ARTIGOS DE PASTAS ('OUATES') DE ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS;VESTUÁRIOS E PRODUTOS TÊXTEIS DE LÃ;56022100;FELTROS DE LA/PELOS FINOS,N/IMPREGNADOS,N/REVESTS.ETC.
